regime,prompt,layer,t,F
factual,0,0,0,93.98316192626953
factual,0,0,1,93.58223342895508
factual,0,0,2,93.04745229085286
factual,0,0,3,92.88477516174316
factual,0,0,4,92.41072082519531
factual,0,0,5,92.11783599853516
factual,0,0,6,91.71923392159599
factual,0,0,7,91.55303192138672
factual,0,0,8,91.3203591240777
factual,0,0,9,91.14986572265624
factual,0,0,10,90.90103842995383
factual,0,0,11,90.71843592325847
factual,0,0,12,90.49944305419922
factual,0,0,13,90.33207157679966
factual,0,0,14,90.11427052815755
factual,0,0,15,89.95031929016113
factual,0,0,16,89.74006024528953
factual,0,0,17,89.57073635525174
factual,0,0,18,89.36369404039885
factual,0,0,19,89.1998176574707
factual,0,0,20,89.05193038213821
factual,0,0,21,88.91662875088778
factual,0,0,22,88.74413332731828
factual,0,0,23,88.60374228159587
factual,0,0,24,88.45534973144531
factual,0,0,25,88.33078443087064
factual,0,0,26,88.20239342583551
factual,0,0,27,88.08150727408272
factual,0,0,28,87.93887986807988
factual,0,0,29,87.81214319864908
factual,0,0,30,87.67688259001702
factual,0,0,31,87.34227580408896
factual,0,0,32,86.99874188823085
factual,0,0,33,86.70319169567478
factual,0,0,34,86.41015895720452
factual,0,0,35,86.18528156895792
factual,0,0,36,85.92402771980532
factual,0,0,37,85.6906967163086
factual,0,0,38,85.42541208574849
factual,0,0,39,85.19533366541708
factual,0,0,40,84.93634057814076
factual,0,0,41,84.71477853098223
factual,0,0,42,84.49687071769468
factual,0,0,43,84.3060322423135
factual,0,0,44,84.0794217509608
factual,0,0,45,83.89485488399383
factual,0,0,46,83.6843778548702
factual,0,0,47,83.51581598097279
factual,0,0,48,83.3396493234942
factual,0,0,49,83.19850823187059
factual,0,0,50,83.03851909022177
factual,0,0,51,82.88734140703755
factual,0,0,52,82.71277839906755
factual,0,0,53,82.57758405131679
factual,0,0,54,82.42091345017955
factual,0,0,55,82.27310968214466
factual,0,0,56,82.11791180026147
factual,0,0,57,81.98292886057207
factual,0,0,58,81.81758486840033
factual,0,0,59,81.68031581755608
factual,0,0,60,81.55084154682774
factual,0,0,61,81.43482060586253
factual,0,0,62,81.30776952928112
factual,0,0,63,81.2211175733997
factual,0,0,64,81.11410300962386
factual,0,0,65,80.98203523697391
factual,0,0,66,80.83371513120589
factual,0,0,67,80.72640031383884
factual,0,0,68,80.62993621826172
factual,0,0,69,80.53697475310295
factual,0,0,70,80.45759828629032
factual,0,0,71,80.39896712764617
factual,0,0,72,80.32854437058971
factual,0,0,73,80.23453349451864
factual,0,0,74,80.13402385096396
factual,0,0,75,80.06394244778541
factual,0,0,76,79.99850119313886
factual,0,0,77,79.94617388325352
factual,0,0,78,79.87335894184727
factual,0,0,79,79.79735269854146
factual,0,0,80,79.71396120132938
factual,0,0,81,79.63692326699534
factual,0,0,82,79.56351569391066
factual,0,0,83,79.51216568485383
factual,0,0,84,79.45162520870086
factual,0,0,85,79.40777440224925
factual,0,0,86,79.37904161022556
factual,0,0,87,79.33763860887096
factual,0,0,88,79.26697417228452
factual,0,0,89,79.2377700805664
