regime,prompt,layer,t,F
factual,0,0,0,89.79448699951172
factual,0,0,1,92.12764358520508
factual,0,0,2,85.8921610514323
factual,0,0,3,81.82784271240234
factual,0,0,4,70.20638160705566
factual,0,0,5,70.52129904429118
factual,0,0,6,70.7510346003941
factual,0,0,7,70.47613739967346
factual,0,0,8,76.913420147366
factual,0,0,9,78.62157917022705
factual,0,0,10,76.13736672834916
factual,0,0,11,74.6920059521993
factual,0,0,12,72.21330451965332
factual,0,0,13,68.68336936405727
factual,0,0,14,65.85420926411946
factual,0,0,15,65.57138741016388
factual,0,0,16,65.8238566903507
factual,0,0,17,66.41479375627306
factual,0,0,18,66.33520839088841
factual,0,0,19,65.69369134902954
factual,0,0,20,66.26702962602887
factual,0,0,21,65.80303911729293
factual,0,0,22,66.27728462219238
factual,0,0,23,66.98578763008118
factual,0,0,24,67.7563109588623
factual,0,0,25,68.35058469038744
factual,0,0,26,68.74976850439
factual,0,0,27,68.89056771142143
factual,0,0,28,68.85208123305748
factual,0,0,29,69.53400643666585
factual,0,0,30,69.83511272553474
factual,0,0,31,68.7195373658211
factual,0,0,32,67.6738338470459
factual,0,0,33,67.93874291450747
factual,0,0,34,68.14542075126401
factual,0,0,35,70.8689673639113
factual,0,0,36,70.8021476499496
factual,0,0,37,69.2662420580464
factual,0,0,38,67.89614160599247
factual,0,0,39,66.24594122363675
factual,0,0,40,65.28821496040591
factual,0,0,41,64.41537973957676
factual,0,0,42,64.85422374356177
factual,0,0,43,65.6813539689587
factual,0,0,44,67.37976301870039
factual,0,0,45,67.84666424412882
factual,0,0,46,67.0449136918591
factual,0,0,47,66.65338227056688
factual,0,0,48,65.76932704064154
factual,0,0,49,65.3289618338308
factual,0,0,50,65.89453500316989
factual,0,0,51,65.61825272344774
factual,0,0,52,66.40423602442587
factual,0,0,53,66.20789823224467
factual,0,0,54,65.74905709297427
factual,0,0,55,65.65109714385002
factual,0,0,56,65.87032951847199
factual,0,0,57,65.25653353045064
factual,0,0,58,63.996777011502175
factual,0,0,59,62.79703490964828
factual,0,0,60,60.99969623934838
factual,0,0,61,62.22207143229823
factual,0,0,62,63.37161704032652
factual,0,0,63,62.73233530598302
factual,0,0,64,62.88300255806215
factual,0,0,65,63.71334254357122
factual,0,0,66,62.004630980953095
factual,0,0,67,60.7977476427632
factual,0,0,68,61.55837163617534
factual,0,0,69,63.81602293445218
factual,0,0,70,63.642022286691976
factual,0,0,71,62.927864813035534
factual,0,0,72,63.64004664267263
factual,0,0,73,64.25570506434286
factual,0,0,74,64.43378226987777
factual,0,0,75,66.60298181349232
factual,0,0,76,68.44491367955362
factual,0,0,77,68.97921999039188
factual,0,0,78,69.37227335283833
factual,0,0,79,70.41685350479618
factual,0,0,80,70.3587285933956
factual,0,0,81,70.76475118821666
factual,0,0,82,70.23335549139208
factual,0,0,83,69.33839071950605
factual,0,0,84,69.56275275445753
factual,0,0,85,69.40967584425404
factual,0,0,86,68.94744430049774
factual,0,0,87,68.2347143850019
factual,0,0,88,67.27327432940083
factual,0,0,89,68.91681695753529
factual,0,0,90,70.31709203412456
factual,0,0,91,71.2979716639365
factual,0,0,92,69.59848194737589
factual,0,0,93,69.9437735772902
factual,0,0,94,70.60300790109942
factual,0,0,95,69.45372046193769
factual,0,0,96,68.76139327018491
factual,0,0,97,69.43307421284337
factual,0,0,98,71.48182038337954
factual,0,0,99,72.6951407155683
factual,0,0,100,70.75811127693423
factual,0,0,101,70.4312753985005
factual,0,0,102,71.19293692804152
factual,0,0,103,71.60335417716733
factual,0,0,104,72.30023316414126
factual,0,0,105,72.14079235446069
factual,0,0,106,69.04436825167748
factual,0,0,107,67.67907985564202
factual,0,0,108,67.42270598873016
factual,0,0,109,68.06363001177388
factual,0,0,110,68.39587734591576
factual,0,0,111,68.29653906053112
factual,0,0,112,67.70595082929057
factual,0,0,113,68.07359117077243
factual,0,0,114,68.33558802450857
factual,0,0,115,67.62137456094065
factual,0,0,116,66.98913106610698
factual,0,0,117,66.11309002291772
factual,0,0,118,64.93566279257497
factual,0,0,119,65.6212675033077
factual,0,0,120,64.6713392196163
factual,0,0,121,64.93006527808404
factual,0,0,122,64.60410456503591
factual,0,0,123,63.15432253191548
factual,0,0,124,60.921682357788086
factual,0,0,125,62.631699900473315
factual,0,0,126,64.26909582076534
factual,0,1,0,92.4513931274414
factual,0,1,1,97.41009140014648
factual,0,1,2,93.98181406656902
factual,0,1,3,90.40234375
factual,0,1,4,78.45476264953614
factual,0,1,5,78.16196982065837
factual,0,1,6,79.77249826703753
factual,0,1,7,82.55048489570618
factual,0,1,8,89.16951603359647
factual,0,1,9,89.88315525054932
factual,0,1,10,87.38947313482112
factual,0,1,11,85.16880559921265
factual,0,1,12,83.01370371305026
factual,0,1,13,79.57575239453998
factual,0,1,14,77.51556409200033
factual,0,1,15,77.88656437397003
factual,0,1,16,78.23517350589528
factual,0,1,17,79.1006932788425
factual,0,1,18,79.21649742126465
factual,0,1,19,78.1643557548523
factual,0,1,20,79.0900939759754
factual,0,1,21,78.31233622811057
factual,0,1,22,78.85051188261613
factual,0,1,23,79.56988898913066
factual,0,1,24,80.1381795501709
factual,0,1,25,80.7327058498676
factual,0,1,26,81.16341025741012
factual,0,1,27,81.21373333249774
factual,0,1,28,81.26644864575616
factual,0,1,29,82.17117099761963
factual,0,1,30,82.2356635678199
factual,0,1,31,81.90828058796544
factual,0,1,32,81.27764837203488
factual,0,1,33,81.52906965440319
factual,0,1,34,81.57286557843608
factual,0,1,35,83.63280523976972
factual,0,1,36,83.87277603149414
factual,0,1,37,82.05935115198935
factual,0,1,38,80.32291190854964
factual,0,1,39,78.99897298505229
factual,0,1,40,78.3567603326613
factual,0,1,41,77.8166625730453
factual,0,1,42,78.63288694812405
factual,0,1,43,79.24928394440681
factual,0,1,44,80.78231528497511
factual,0,1,45,80.74912828014743
factual,0,1,46,79.48754329066122
factual,0,1,47,78.87624199159684
factual,0,1,48,77.44223773094916
factual,0,1,49,76.65421565886467
factual,0,1,50,77.88404440110729
factual,0,1,51,77.294617560602
factual,0,1,52,78.2596057768791
factual,0,1,53,77.82587691276304
factual,0,1,54,77.54602309196225
factual,0,1,55,77.65102152670583
factual,0,1,56,77.68532254618984
factual,0,1,57,77.47704696655273
factual,0,1,58,75.77764363442698
factual,0,1,59,74.20611670709425
factual,0,1,60,71.95791712114888
factual,0,1,61,73.60388417397776
factual,0,1,62,74.43147290137506
factual,0,1,63,74.05265894243794
factual,0,1,64,74.26206834854618
factual,0,1,65,75.275084341726
factual,0,1,66,74.20951424875567
factual,0,1,67,73.177917849633
factual,0,1,68,74.69447683518932
factual,0,1,69,77.23053741455078
factual,0,1,70,76.87963891798451
factual,0,1,71,76.19300350066155
factual,0,1,72,76.89008417437154
factual,0,1,73,77.90760766306231
factual,0,1,74,78.02351490143806
factual,0,1,75,78.56774373208323
factual,0,1,76,79.91289815595073
factual,0,1,77,80.3186505225397
factual,0,1,78,80.79578965710056
factual,0,1,79,82.41302194902974
factual,0,1,80,83.25178564748457
factual,0,1,81,83.67123228503812
factual,0,1,82,83.33409155568769
factual,0,1,83,82.86222211776241
factual,0,1,84,83.48434485158613
factual,0,1,85,83.67010633407101
factual,0,1,86,83.28969758556735
factual,0,1,87,82.33159526701897
factual,0,1,88,81.2509161426175
factual,0,1,89,84.06753010903635
factual,0,1,90,86.56333554175592
factual,0,1,91,88.15758206767421
factual,0,1,92,86.01086684196225
factual,0,1,93,86.33750706334268
factual,0,1,94,86.24455962642547
factual,0,1,95,85.24085075624528
factual,0,1,96,84.97987747192383
factual,0,1,97,86.0940672351468
factual,0,1,98,88.31762904505575
factual,0,1,99,89.46431006154707
factual,0,1,100,86.78468962638608
factual,0,1,101,86.30329378189579
factual,0,1,102,87.37845193186114
factual,0,1,103,87.97824367400139
factual,0,1,104,88.78404752669796
factual,0,1,105,88.70877961189517
factual,0,1,106,87.31432145641696
factual,0,1,107,86.25246810913086
factual,0,1,108,86.52977875740298
factual,0,1,109,87.78895101239604
factual,0,1,110,87.962648453251
factual,0,1,111,87.04794459189138
factual,0,1,112,85.77569555467174
factual,0,1,113,85.73898758426789
factual,0,1,114,85.31112572454637
factual,0,1,115,84.22076932845577
factual,0,1,116,83.27957867037865
factual,0,1,117,82.22548860119235
factual,0,1,118,81.67725987588206
factual,0,1,119,82.25675152194115
factual,0,1,120,80.41935508481917
factual,0,1,121,79.44164546843498
factual,0,1,122,77.58253805098995
factual,0,1,123,76.02739721728909
factual,0,1,124,73.33858963751024
factual,0,1,125,75.3381897095711
factual,0,1,126,77.60098888028052
factual,0,2,0,104.39314270019531
factual,0,2,1,107.27621459960938
factual,0,2,2,102.37828318277995
factual,0,2,3,101.48617362976074
factual,0,2,4,92.23446807861328
factual,0,2,5,91.3613166809082
factual,0,2,6,91.63614109584263
factual,0,2,7,93.20847129821777
factual,0,2,8,101.97600470648871
factual,0,2,9,105.88486328125
factual,0,2,10,108.94598527388139
factual,0,2,11,107.11476262410481
factual,0,2,12,103.72391216571515
factual,0,2,13,99.22044563293457
factual,0,2,14,96.44059753417969
factual,0,2,15,96.11590099334717
factual,0,2,16,95.75032447366154
factual,0,2,17,96.04458067152235
factual,0,2,18,95.66599032753392
factual,0,2,19,94.08883972167969
factual,0,2,20,94.02995191301618
factual,0,2,21,93.05462126298384
factual,0,2,22,92.98828025486158
factual,0,2,23,93.3938856124878
factual,0,2,24,93.5536895751953
factual,0,2,25,94.6384535569411
factual,0,2,26,95.27757008870442
factual,0,2,27,95.5913554600307
factual,0,2,28,96.38185487944504
factual,0,2,29,97.88060302734375
factual,0,2,30,97.83987943587765
factual,0,2,31,97.53642962055821
factual,0,2,32,96.78925052765877
factual,0,2,33,96.9435060562626
factual,0,2,34,97.31489858319682
factual,0,2,35,101.11504585512223
factual,0,2,36,101.60738692745086
factual,0,2,37,100.38586105838898
factual,0,2,38,99.41593194776966
factual,0,2,39,97.60720332976311
factual,0,2,40,95.78105852680821
factual,0,2,41,92.78472358949723
factual,0,2,42,93.1260479342553
factual,0,2,43,93.90087053852696
factual,0,2,44,96.42359149071478
factual,0,2,45,96.0186026788527
factual,0,2,46,94.74540316674018
factual,0,2,47,94.15672671410346
factual,0,2,48,92.28930737895351
factual,0,2,49,91.35721969604492
factual,0,2,50,92.47847513998708
factual,0,2,51,92.18337089784684
factual,0,2,52,93.2520110837875
factual,0,2,53,93.07843251382151
factual,0,2,54,92.77212216777187
factual,0,2,55,93.27975426950762
factual,0,2,56,93.11367883989888
factual,0,2,57,92.4758661331669
factual,0,2,58,90.3615578682192
factual,0,2,59,87.81953651674333
factual,0,2,60,84.54557775682018
factual,0,2,61,86.2209974719632
factual,0,2,62,86.85445256387034
factual,0,2,63,86.9339092623803
factual,0,2,64,87.48067966584236
factual,0,2,65,88.49470593852382
factual,0,2,66,85.30210187358242
factual,0,2,67,84.04517179919827
factual,0,2,68,85.08661540862053
factual,0,2,69,87.01669988324565
factual,0,2,70,86.4722544762396
factual,0,2,71,86.34562843076644
factual,0,2,72,87.1432511114305
factual,0,2,73,87.50651070379442
factual,0,2,74,87.59861300068516
factual,0,2,75,89.4384414918961
factual,0,2,76,91.4720091050671
factual,0,2,77,91.81090373377646
factual,0,2,78,92.70106407903856
factual,0,2,79,95.45682993242818
factual,0,2,80,96.32710303029707
factual,0,2,81,96.9402730388026
factual,0,2,82,96.05221582228138
factual,0,2,83,94.98147459953061
factual,0,2,84,95.63798104563067
factual,0,2,85,95.87095297536543
factual,0,2,86,95.44999301049018
factual,0,2,87,94.31802048221711
factual,0,2,88,93.02130951419953
factual,0,2,89,95.16914822978359
factual,0,2,90,97.09693711803806
factual,0,2,91,98.95767630300215
factual,0,2,92,96.54554010206654
factual,0,2,93,96.7740955968057
factual,0,2,94,96.19930439610636
factual,0,2,95,94.93175260482296
factual,0,2,96,93.86995869298136
factual,0,2,97,95.0287350070092
factual,0,2,98,97.04412189606697
factual,0,2,99,97.7213977690666
factual,0,2,100,94.88094772831086
factual,0,2,101,94.43415857130482
factual,0,2,102,94.89424527075982
factual,0,2,103,95.37073984453755
factual,0,2,104,96.52315398185483
factual,0,2,105,97.39327461488786
factual,0,2,106,94.57884511639995
factual,0,2,107,93.0126473211473
factual,0,2,108,93.37402872885427
factual,0,2,109,94.59702854771768
factual,0,2,110,94.13022379721365
factual,0,2,111,93.7742340334
factual,0,2,112,92.36861899591261
factual,0,2,113,93.35880058042464
factual,0,2,114,93.21105341757497
factual,0,2,115,92.11876038582095
factual,0,2,116,90.92632404450447
factual,0,2,117,89.6502916889806
factual,0,2,118,88.9380265512774
factual,0,2,119,90.14056101152974
factual,0,2,120,89.91462978239983
factual,0,2,121,90.08281781596523
factual,0,2,122,88.45431973857265
factual,0,2,123,86.75084366336945
factual,0,2,124,84.18238584456905
factual,0,2,125,86.5402352117723
factual,0,2,126,89.32217653336063
factual,0,3,0,165.06752014160156
factual,0,3,1,151.0423126220703
factual,0,3,2,143.15395863850912
factual,0,3,3,149.7826862335205
factual,0,3,4,139.78911590576172
factual,0,3,5,138.12317276000977
factual,0,3,6,136.29911259242468
factual,0,3,7,136.20071125030518
factual,0,3,8,145.09157053629556
factual,0,3,9,145.33465805053712
factual,0,3,10,148.96037084406072
factual,0,3,11,143.32993761698404
factual,0,3,12,138.7038357074444
factual,0,3,13,132.9525375366211
factual,0,3,14,128.73851216634114
factual,0,3,15,128.371178150177
factual,0,3,16,128.37547347124885
factual,0,3,17,128.77932696872287
factual,0,3,18,127.81284814131887
factual,0,3,19,126.28446731567382
factual,0,3,20,125.1838894798642
factual,0,3,21,123.73436737060547
factual,0,3,22,123.01664169974948
factual,0,3,23,122.95072841644287
factual,0,3,24,122.99713714599609
factual,0,3,25,122.19700739933894
factual,0,3,26,121.78015249746817
factual,0,3,27,122.70743124825614
factual,0,3,28,123.2460753342201
factual,0,3,29,124.233447265625
factual,0,3,30,124.07281420307774
factual,0,3,31,122.76198282549458
factual,0,3,32,121.75376941311744
factual,0,3,33,121.84431728239983
factual,0,3,34,121.40404412054247
factual,0,3,35,123.41687479326802
factual,0,3,36,123.82796035274383
factual,0,3,37,122.69747703306136
factual,0,3,38,121.02675480996409
factual,0,3,39,118.6841782600649
factual,0,3,40,116.70312967608052
factual,0,3,41,112.4670181274414
factual,0,3,42,113.66090146956905
factual,0,3,43,114.44625756048387
factual,0,3,44,117.18094192012664
factual,0,3,45,116.35063479023594
factual,0,3,46,114.44602301812941
factual,0,3,47,113.45076948596585
factual,0,3,48,110.91126903410881
factual,0,3,49,109.6932005113171
factual,0,3,50,110.6033107388404
factual,0,3,51,110.50039143716135
factual,0,3,52,111.84738516038463
factual,0,3,53,112.32494145054972
factual,0,3,54,111.6942021769862
factual,0,3,55,113.41830948860415
factual,0,3,56,113.58983575144121
factual,0,3,57,113.73723540767547
factual,0,3,58,109.9928241852791
factual,0,3,59,107.24893656084615
factual,0,3,60,104.00006940287929
factual,0,3,61,105.49019425915134
factual,0,3,62,105.98658235611454
factual,0,3,63,107.86334277737525
factual,0,3,64,108.92416381835938
factual,0,3,65,108.8890134749874
factual,0,3,66,107.02806017475743
factual,0,3,67,105.57238105035597
factual,0,3,68,107.93291522610572
factual,0,3,69,111.19101124425089
factual,0,3,70,110.19349252024004
factual,0,3,71,109.86729923371345
factual,0,3,72,110.84161795339277
factual,0,3,73,111.35093738186744
factual,0,3,74,111.76437550206339
factual,0,3,75,112.24425260482296
factual,0,3,76,115.21597080845987
factual,0,3,77,115.44149140388735
factual,0,3,78,115.94307634907383
factual,0,3,79,118.21074910317698
factual,0,3,80,119.15603773055538
factual,0,3,81,120.23551633281093
factual,0,3,82,119.66179866175497
factual,0,3,83,121.06587797595608
factual,0,3,84,121.89157953569966
factual,0,3,85,123.17770791822865
factual,0,3,86,121.46394286617156
factual,0,3,87,120.75717938330865
factual,0,3,88,119.03904539538968
factual,0,3,89,122.1757581157069
factual,0,3,90,124.1340073616274
factual,0,3,91,127.16162896925404
factual,0,3,92,125.73688802411479
factual,0,3,93,125.70441781320879
factual,0,3,94,123.18263096963206
factual,0,3,95,120.77292780722341
factual,0,3,96,121.08086198376071
factual,0,3,97,122.40486637238533
factual,0,3,98,124.65084838867188
factual,0,3,99,124.35341078235257
factual,0,3,100,120.02926241966986
factual,0,3,101,120.18977626677483
factual,0,3,102,121.31436280281314
factual,0,3,103,122.16171707645539
factual,0,3,104,123.29856823336694
factual,0,3,105,123.46272770051033
factual,0,3,106,123.03022963000882
factual,0,3,107,120.61923562326739
factual,0,3,108,121.18831659132435
factual,0,3,109,123.15940315492692
factual,0,3,110,124.45926863147366
factual,0,3,111,124.45834744361139
factual,0,3,112,123.3465576171875
factual,0,3,113,128.47166812035346
factual,0,3,114,126.32022931498867
factual,0,3,115,125.06896111272997
factual,0,3,116,123.01382101735761
factual,0,3,117,125.36005401611328
factual,0,3,118,127.29097107918032
factual,0,3,119,128.3887705649099
factual,0,3,120,127.04098166188886
factual,0,3,121,128.63561888664
factual,0,3,122,125.31020416751984
factual,0,3,123,122.30856507824313
factual,0,3,124,119.07815268731886
factual,0,3,125,121.68647261588804
factual,0,3,126,122.53230888612809
factual,0,4,0,188.3145751953125
factual,0,4,1,158.7386245727539
