turn,step,phase,token_id,fisher_value
0,0,prefill_end,-1,0.0
0,1,gen,785,0.0
0,2,gen,31805,0.7796191573143005
0,3,gen,315,1.2694368064403534
0,4,gen,7437,1.2485918402671814
0,5,gen,2075,1.456264689564705
0,6,gen,8,1.4692267060279847
0,7,gen,448,1.3942634960015614
0,8,gen,5091,1.4261366724967957
0,9,gen,311,1.4465532675385475
0,10,gen,856,1.411029213004642
0,11,gen,374,1.4071417510509492
0,12,gen,7960,1.4064898653463884
0,13,gen,2075,1.4507224013408024
0,14,gen,568,1.4602941962388845
0,15,gen,151645,1.4463860946042197
1,16,prefill_end,-1,1.4024981141090394
1,17,gen,1249,1.4024981141090394
1,18,gen,3535,1.3708161860704422
1,19,gen,3170,1.3707359117620133
1,20,gen,279,1.364511854118771
1,21,gen,31805,1.343387732380315
1,22,gen,315,1.3588835448026657
1,23,gen,1124,1.3500808505784898
1,24,gen,11520,1.3839367601004513
1,25,gen,15940,1.3615004964496777
1,26,gen,2075,1.3826678295930226
1,27,gen,10699,1.3899108982086181
1,28,gen,8,1.3801207221471345
1,29,gen,448,1.3462458970370117
1,30,gen,5091,1.3465981089643069
1,31,gen,311,1.349270124887598
1,32,gen,17767,1.3401868333419165
1,33,gen,87,1.3507541677644175
1,34,gen,57758,1.3724858078264421
1,35,gen,374,1.3524215654019387
1,36,gen,1124,1.3400856746781258
1,37,gen,11520,1.3083837714887434
1,38,gen,9407,1.2776185706738503
1,39,gen,2075,1.3000576313464873
1,40,gen,10699,1.2965033371602335
1,41,gen,701,1.2777203061888296
1,42,gen,1077,1.2685555267718531
1,43,gen,594,1.259738500079801
1,44,gen,1744,1.2470192957308985
1,45,gen,911,1.2284264574127812
1,46,gen,1128,1.2135580633917162
1,47,gen,1493,1.210050949165898
1,48,gen,5746,1.2386817941742558
1,49,gen,4009,1.2519033676193607
1,50,gen,323,1.2528510737803675
1,51,gen,1246,1.2567854340999358
1,52,gen,807,1.2676718898357884
1,53,gen,28143,1.2490531215744634
1,54,gen,311,1.2582987133533723
1,55,gen,1817,1.2208675713308397
1,56,gen,1008,1.2703208240770525
1,57,gen,382,1.2761331190986018
1,58,gen,16,1.2833190204635743
1,59,gen,13,1.2843786180019379
1,60,gen,3070,1.3006115671127074
1,61,gen,70151,1.2863260296083265
1,62,gen,279,1.2889230808904093
1,63,gen,23550,1.2908323676355424
1,64,gen,25,1.2821976311745182
1,65,gen,1019,1.2751960888985665
1,66,gen,256,1.2654024343336783
1,67,gen,481,1.265503300774482
1,68,gen,1124,1.2575206468182225
1,69,gen,11520,1.2786421352817166
1,70,gen,15940,1.2403388234876818
1,71,gen,2075,1.2489732369299857
1,72,gen,10699,1.2685982892590184
1,73,gen,8,1.279295765584515
1,74,gen,374,1.2605719720163653
1,75,gen,279,1.2510361806038888
1,76,gen,57668,1.2305324769789172
1,77,gen,729,1.252820453336162
1,78,gen,11,1.2637642737357848
1,79,gen,892,1.2432131459636073
1,80,gen,16555,1.2332167221653847
1,81,gen,279,1.2362740212871182
1,82,gen,379,1.2267330327341635
1,83,gen,80697,1.2525224781805468
1,84,gen,315,1.2678111926201852
1,85,gen,264,1.263358687200854
1,86,gen,1459,1.2646873362602726
1,87,gen,389,1.232070836328691
1,88,gen,279,1.216121267887854
1,89,gen,4982,1.1957727382259984
1,90,gen,12671,1.2317625841786783
1,91,gen,12159,1.2668981379078281
1,92,gen,311,1.3132112314624171
1,93,gen,458,1.300844890456046
1,94,gen,9210,1.2932175513236754
1,95,gen,17767,1.2972803884936916
1,96,gen,87,1.3212975840414725
1,97,gen,57758,1.3397825264161634
1,98,gen,304,1.3453962322204345
1,99,gen,50784,1.3542304519684083
1,100,gen,624,1.3759385020502153
