regime,prompt,layer,t,F
factual,0,0,0,29.48228645324707
factual,0,0,1,43.53651523590088
factual,0,0,2,54.18238894144694
factual,0,0,3,58.3041729927063
factual,0,0,4,61.689262771606444
factual,0,0,5,60.679454485575356
factual,0,0,6,59.34447724478586
factual,0,0,7,61.03355622291565
factual,0,0,8,63.775324715508354
factual,0,0,9,61.321703147888186
factual,0,0,10,64.18393412503329
factual,0,0,11,67.08658583958943
factual,0,0,12,66.03583335876465
factual,0,0,13,66.827803339277
factual,0,0,14,68.41101112365723
factual,0,0,15,68.29780519008636
factual,0,0,16,67.54907080706428
factual,0,0,17,67.54053105248346
factual,0,0,18,66.30737656041195
factual,0,0,19,67.03499898910522
factual,0,0,20,67.79967308044434
factual,0,0,21,66.98673673109575
factual,0,0,22,66.22953721751337
factual,0,0,23,65.02455147107442
factual,0,0,24,64.09757759094238
factual,0,0,25,63.45979507152851
factual,0,0,26,64.07885367782028
factual,0,0,27,64.37120403562274
factual,0,0,28,63.21828355460331
factual,0,0,29,64.40932388305664
factual,0,0,30,65.25495098483178
factual,0,0,31,66.32266155365974
factual,0,0,32,68.52856636047363
factual,0,0,33,68.48500891654722
factual,0,0,34,69.50202935741794
factual,0,0,35,71.34511756896973
factual,0,0,36,71.5892975714899
factual,0,0,37,70.95958192886845
factual,0,0,38,69.75509102113786
factual,0,0,39,68.0843995617282
factual,0,0,40,67.81297425300845
factual,0,0,41,66.01883992841167
factual,0,0,42,65.42889281242124
factual,0,0,43,67.60741055396295
factual,0,0,44,68.21862399193549
factual,0,0,45,66.78123301844442
factual,0,0,46,68.11050488871913
factual,0,0,47,70.29815846104776
factual,0,0,48,71.39447366037676
factual,0,0,49,72.69661097372732
factual,0,0,50,72.65875268751576
factual,0,0,51,72.35111507292717
factual,0,0,52,73.49933267408802
factual,0,0,53,74.62852010419292
factual,0,0,54,74.71167779737904
factual,0,0,55,75.97018211118636
factual,0,0,56,76.80514489450762
factual,0,0,57,75.34774398803711
factual,0,0,58,74.24354553222656
factual,0,0,59,74.62118770230201
factual,0,0,60,72.50072829954085
factual,0,0,61,70.58882780997983
factual,0,0,62,70.298584968813
factual,0,0,63,68.03764798564296
factual,0,0,64,66.80081558227539
factual,0,0,65,63.993784689134166
factual,0,0,66,61.77481983553979
factual,0,0,67,61.73957904692619
factual,0,0,68,61.893687955794796
factual,0,0,69,61.524022379229145
factual,0,0,70,60.88239842076455
factual,0,0,71,61.06971925304782
factual,0,0,72,61.54003795500724
factual,0,0,73,60.13248972738943
factual,0,0,74,57.0098822193761
factual,0,0,75,55.028124470864576
factual,0,0,76,55.2009597901375
factual,0,0,77,53.42737044057539
factual,0,0,78,50.24538993835449
factual,0,0,79,47.4152011563701
factual,0,0,80,45.7060213704263
factual,0,0,81,44.181835943652736
factual,0,0,82,42.817801598579656
factual,0,0,83,41.052599168592884
factual,0,0,84,39.946232611133205
factual,0,0,85,40.65013445577314
factual,0,0,86,38.96306120964788
factual,0,0,87,38.19903259892617
factual,0,0,88,37.8689472136959
factual,0,0,89,38.40582930657171
factual,0,0,90,39.32002445959276
factual,0,0,91,39.77510492263302
factual,0,0,92,39.513345503037975
factual,0,0,93,38.86156780489029
factual,0,0,94,38.112061500549316
factual,0,0,95,37.40361472099058
factual,0,0,96,37.880558260025516
factual,0,0,97,36.82357701947612
factual,0,0,98,35.77208918909873
factual,0,0,99,36.27390129335465
