regime,prompt,layer,t,F
factual,0,0,0,52.00431823730469
factual,0,0,1,70.5573501586914
factual,0,0,2,79.06395975748698
factual,0,0,3,67.05309677124023
factual,0,0,4,68.58505401611328
factual,0,0,5,72.5721041361491
factual,0,0,6,70.2621350969587
factual,0,0,7,67.06160688400269
factual,0,0,8,69.71120495266385
factual,0,0,9,71.79074058532714
factual,0,0,10,70.59250536831942
factual,0,0,11,69.3340794245402
factual,0,0,12,66.99391027597281
factual,0,0,13,64.65595517839704
factual,0,0,14,65.96464640299479
factual,0,0,15,67.61187791824341
factual,0,0,16,70.51421266443589
factual,0,0,17,72.50018692016602
factual,0,0,18,70.5572778802169
factual,0,0,19,69.57869758605958
factual,0,0,20,68.60211726597377
factual,0,0,21,67.59974202242765
factual,0,0,22,68.21626663208008
factual,0,0,23,70.97123130162556
factual,0,0,24,73.4166716003418
factual,0,0,25,74.78290954002968
factual,0,0,26,74.20801544189453
factual,0,0,27,74.27093369620187
factual,0,0,28,75.0319429594895
factual,0,0,29,74.97537663777669
factual,0,0,30,75.05188332834551
factual,0,0,31,74.71199047950006
factual,0,0,32,72.62720957110005
factual,0,0,33,71.75260580739668
factual,0,0,34,73.32090710055444
factual,0,0,35,72.41913124822801
factual,0,0,36,71.59697218864194
factual,0,0,37,71.82726226314422
factual,0,0,38,72.52342150288243
factual,0,0,39,72.02074260096396
factual,0,0,40,70.1365703459709
factual,0,0,41,70.40643064437374
factual,0,0,42,70.96329916677168
factual,0,0,43,70.78866011096585
factual,0,0,44,70.91245638939643
factual,0,0,45,69.13282480547505
factual,0,0,46,67.20175343175089
factual,0,0,47,65.99862621676537
factual,0,0,48,64.6559563913653
factual,0,0,49,65.74088262742565
factual,0,0,50,67.0539814118416
factual,0,0,51,67.64449384135585
factual,0,0,52,69.52319938905778
factual,0,0,53,67.97317787908739
factual,0,0,54,64.87438509541172
factual,0,0,55,62.1678337589387
factual,0,0,56,60.212193519838394
factual,0,0,57,60.522926330566406
factual,0,0,58,60.54287941225113
factual,0,0,59,61.240059883363784
factual,0,0,60,60.91183668567288
factual,0,0,61,60.45278020058909
factual,0,0,62,62.23079422981508
factual,0,0,63,63.582603946808845
factual,0,0,64,63.859505438035534
factual,0,0,65,64.29589499196699
factual,0,0,66,66.94828341084141
factual,0,0,67,67.92733776953912
factual,0,0,68,67.95534552297285
factual,0,0,69,68.86786983859155
factual,0,0,70,69.48516095069147
factual,0,0,71,71.45770546697801
factual,0,0,72,71.54713673745432
factual,0,0,73,70.0066586771319
factual,0,0,74,70.92803112153084
