step,entropy
0,0.00259498
1,0.00062806
2,0.00071680
3,0.00073743
4,0.00277370
5,0.00086442
6,0.00154330
7,0.00130913
8,0.00126174
9,0.00999340
10,0.00073846
11,0.00048130
12,0.00042413
13,0.00950920
14,0.00155693
15,0.00082418
16,0.00205647
17,0.00122171
18,0.00606139
19,0.00131909
20,0.00110650
21,0.02075808
22,0.01876300
23,0.00113513
24,0.00342528
25,0.00084406
26,0.02394820
27,0.00587248
28,0.02554611
29,0.00162362
30,0.00126391
31,0.00371854
32,0.02414817
33,0.04581185
34,0.01897324
35,0.00089709
36,0.00113294
37,0.00383745
38,0.01805222
39,0.00091369
40,0.00102953
41,0.00083416
42,0.00114546
43,0.00093608
44,0.00220712
45,0.00132749
46,0.00220460
47,0.00306148
48,0.00145584
49,0.00166717
50,0.00483914
51,0.00170212
52,0.00116345
53,0.00092916
54,0.00127734
55,0.00096918
56,1.83147451
57,0.00060142
58,0.00118107
59,0.00111086
60,0.00197086
61,0.00417714
62,0.00071265
63,0.00196229
64,0.00103437
65,0.00533128
66,0.00178193
67,0.00060590
68,0.00243661
69,0.00086507
70,0.00122856
71,0.00607357
72,0.00075206
73,0.00115597
74,0.00099757
75,0.00202310
76,0.00106675
77,0.00078279
78,0.00086022
79,0.00061311
80,0.00182389
81,0.00058857
82,0.00076422
83,0.00038024
84,0.00057142
85,0.00402127
86,0.00092568
87,0.00162441
88,0.00104337
89,0.00095308
90,0.00106459
91,0.00134371
92,0.00112497
93,0.00115897
94,0.00088338
95,0.00171320
96,0.00091105
97,0.00100889
98,0.00062154
99,0.00284362
100,0.00230970
101,0.00150787
102,0.00103527
103,0.00109860
104,0.00074684
105,0.00097409
106,0.02584961
107,0.00170939
108,0.00086672
109,0.00169189
110,0.00326076
111,0.00248540
112,0.00914091
113,0.00169577
114,0.00148096
115,0.00150474
116,0.00245421
117,0.00120451
118,0.00097653
119,0.00284198
120,0.00105172
121,0.00374712
122,0.00065972
123,0.00222867
124,0.00110668
125,0.00261889
126,0.00143908
127,0.00139560
128,0.00056109
129,0.00116836
130,0.00175776
131,0.00235819
132,0.00072207
133,0.00076736
134,0.00065961
135,0.00085971
136,0.00148439
137,0.00189061
138,0.00148137
139,0.00101864
140,0.00192951
141,0.00153513
142,0.00160317
143,0.00126528
144,0.00194396
145,0.00441860
146,0.00161489
147,0.00104592
148,0.00165500
149,0.00395396
150,0.00072601
151,0.00219460
152,0.00088567
153,0.00103272
154,0.00427269
155,0.00055642
156,0.00142352
157,0.00126674
158,0.00237604
159,0.00064484
160,0.00226266
161,0.00083895
162,0.00064615
163,0.00258403
164,0.00117305
165,0.00112896
166,0.00212276
167,0.00099284
168,0.00132031
169,0.00234076
170,0.00058198
171,0.00041380
172,0.24270954
173,0.00137911
174,0.00081865
175,0.00095717
176,0.00074567
177,0.00171644
178,0.00116551
179,0.00319722
180,0.00168039
181,0.00485356
182,0.00112634
183,0.00107411
184,0.00099254
185,0.00262488
186,0.00163996
187,0.00144364
188,0.00148693
189,0.00106605
190,0.00156583
191,0.00093932
192,0.00083399
193,0.00226938
194,0.00250050
195,0.00289570
196,0.00100736
197,0.01709332
198,0.00125932
199,0.00980242
200,0.00106052
201,0.00110726
202,0.00085512
203,0.00104985
204,0.00149043
205,0.00062457
206,0.00072157
207,0.00082109
208,0.00404661
209,0.00056994
210,0.00144723
211,0.01786070
212,0.00287285
213,0.00271293
214,0.00143795
215,0.66938910
216,0.00182957
217,0.00227717
218,0.00093426
219,0.00078602
220,0.00098269
221,0.00104177
222,0.00151910
223,0.00169466
224,0.00058628
225,0.00123962
226,0.00089630
227,1.97205100
228,0.00271846
229,0.00079929
230,0.00168231
231,0.00106553
232,0.00263774
233,0.00166909
234,0.00076749
235,0.00105534
236,0.00107697
237,0.00458843
238,0.00081882
239,0.01876429
240,0.00058601
241,0.00344564
242,0.00065207
243,0.00379567
244,0.00068521
245,0.00068097
246,0.00067298
247,0.00091602
248,0.00159271
249,0.00083763
250,0.00141399
251,0.00166630
252,0.00240237
253,0.00128494
254,0.00152687
255,0.00285668
256,0.00137243
257,0.00156440
258,0.00108145
259,0.00163677
260,0.00144841
261,0.00116685
262,0.00099195
263,0.00104963
264,0.00204872
265,0.00072152
266,0.00133746
267,0.00146554
268,0.00090851
269,0.00110087
270,0.00196039
271,0.00256417
272,0.00107774
273,0.00100383
274,0.00096631
275,0.00147800
276,0.00103899
277,0.00327062
278,0.00185737
279,0.00169368
280,1.19043586
281,0.00084110
282,0.00802342
283,0.00210556
284,0.00961192
285,0.00193562
286,0.00150095
287,0.00156007
288,0.00175247
289,0.00239326
290,0.00155537
291,0.00199196
292,0.00097376
293,0.00185215
294,0.00386222
295,0.00110589
296,0.00133891
297,0.00108703
298,0.00102170
299,0.00131255
300,0.00077229
301,0.00211866
302,0.00063221
303,0.00154871
304,1.88553848
305,0.00264194
306,0.00109404
307,0.00211148
308,0.00119132
309,0.00273372
310,0.00093121
311,0.00068106
312,0.00091602
313,0.00053699
314,0.00316721
315,0.03736583
