step,entropy
0,1.01732511
1,1.13833421
2,0.84883467
3,0.53024942
4,2.42273365
5,2.03832373
6,2.21672107
7,2.30708006
8,0.88687530
9,1.59862786
10,2.15845629
11,0.18364232
12,2.28529257
13,1.30936746
14,0.78651590
15,0.62539295
16,0.25522134
17,0.66799368
18,1.30269741
19,0.45246158
20,1.53400313
21,0.78751038
22,1.77140085
23,1.56020236
24,0.52492935
25,2.49573325
26,1.00229540
27,0.88326744
28,1.34599610
29,0.58140609
30,1.68555747
31,2.37954080
32,0.96858338
33,1.80245484
34,2.11369111
35,1.74929752
36,0.67103670
37,0.38294647
38,0.82581644
39,1.63059505
40,1.36311639
41,0.82371282
42,0.52628550
43,0.81845374
44,2.01123976
45,0.42761475
46,0.94348641
47,0.20728415
48,1.19312970
49,1.00144692
50,1.41124838
51,2.15780820
52,1.98365754
53,1.76720067
54,0.22359036
55,0.38307330
56,1.37781924
57,0.56156107
58,0.69042496
59,0.66699817
60,2.49393140
61,0.24392978
62,2.30183291
63,1.11217523
64,0.93232141
65,1.61740915
66,0.61008531
67,2.20664868
68,0.59154111
69,0.96072075
70,1.43826318
71,2.23982341
72,0.26318080
73,0.55210015
74,0.42789814
75,0.51710848
76,2.01692785
77,1.60876074
78,0.85926347
79,0.38368658
80,1.63986338
81,1.44007975
82,1.00941059
83,0.07220504
84,1.15624211
85,2.25168616
86,1.26956224
87,2.05408614
88,0.93305694
89,0.79593706
90,1.17764224
91,0.29363603
92,0.81946028
93,0.87660193
94,2.28753875
95,0.70047408
96,0.02052994
97,1.90836293
98,0.21512226
99,2.03340121
100,1.40049905
101,0.59435741
102,0.31277645
103,1.96499532
104,1.49518371
105,1.12916313
106,1.60984510
107,0.95127987
108,0.88890294
109,1.59837462
110,0.09680023
111,0.54013398
112,0.70401682
113,1.40069065
114,2.00149211
115,2.11358042
116,2.49126476
117,0.07796008
118,1.52220660
119,1.16495762
120,2.46488161
121,0.37353480
122,1.81772943
123,0.02140975
124,1.78697995
125,0.14040123
126,1.52386055
127,0.26552815
128,1.48636612
129,2.44414675
130,1.18209851
131,2.36485211
132,0.23255263
133,0.85064433
134,1.07258208
135,1.62171790
136,1.91519620
137,0.89761561
138,1.69920832
139,2.41274226
140,1.05486062
141,0.60060441
142,0.23583212
143,0.95071079
144,0.51115597
145,1.50597274
146,2.08473591
147,0.87283652
148,1.65739336
149,1.14493873
150,2.46091424
151,0.81803741
152,1.25521348
153,2.09894239
154,0.40969829
155,1.14377070
156,1.34159269
157,0.01503075
158,2.04452758
159,2.06496208
160,1.10607451
161,0.63564185
162,1.37151865
163,2.38557517
164,1.93071152
165,0.35752615
166,1.18630776
167,1.71126175
168,1.87546911
169,0.21178770
170,0.94160844
171,2.28011632
172,1.43145607
173,0.95676328
174,0.27320976
175,1.18798527
176,0.10362468
177,0.65548165
178,1.50446975
179,1.22099724
180,0.01645495
181,2.42014919
182,0.41767541
183,1.83057491
184,0.76340924
185,0.23999514
186,2.46059892
187,0.73377797
188,1.65040179
189,1.62917790
190,0.08348930
191,2.44854432
192,2.13878090
193,0.99729739
194,0.05853868
195,1.26787670
196,0.48195389
197,1.47371323
198,0.23553724
199,0.77050809
200,2.27437088
201,0.02482041
202,2.28816775
203,2.11243191
204,0.42589516
205,0.86965358
206,0.97902350
207,0.83877255
208,1.33394311
209,0.56655158
210,2.42904848
211,1.14601556
212,2.30792162
213,2.30976915
214,0.19067897
215,2.43763830
216,0.28266920
217,2.08060744
218,1.05809471
219,1.75782438
220,0.09073328
221,1.80080449
222,0.45744942
223,2.41137099
224,1.03858308
225,1.08015331
226,2.17187773
227,1.36604222
228,0.94207575
229,0.74900467
230,1.58343631
231,0.14630088
232,1.23213805
233,2.48643443
234,1.49920405
235,1.10157452
236,1.02914887
237,1.12928477
238,1.73387661
239,2.40889813
240,2.37145037
241,1.65912946
242,1.04480525
243,0.98494771
244,2.31285129
245,0.03249141
246,2.08040367
247,0.73787279
248,0.98286822
249,1.42843466
250,1.54344767
251,0.78733767
252,0.40995491
253,0.68015286
254,0.64616940
255,1.54623746
256,2.28254195
257,1.56451733
258,1.89949090
259,2.03168151
260,0.79844687
261,0.67294185
262,2.42373294
263,1.94996503
264,2.32678001
265,0.97234577
266,1.80025733
267,1.79486450
268,1.12824170
269,0.16983207
270,0.11397001
271,1.73272600
272,2.20885787
273,1.33220306
274,2.24597704
275,1.36510374
276,1.01049513
277,1.16119542
278,0.93920037
279,0.24011764
280,0.36265856
281,0.53336809
282,1.17091525
283,2.39542373
284,1.98125165
285,2.26992578
286,0.41402504
287,0.20168491
288,1.58149662
289,1.30873362
290,1.12793292
291,1.40897486
292,2.04214198
293,0.41149861
294,1.81294225
295,2.33803349
296,1.30988340
297,0.65209632
298,2.33773656
299,0.07272756
300,0.28282506
301,1.59976073
302,2.18019013
303,1.04172601
304,2.36484584
305,0.09733660
306,1.14499371
307,1.67783495
308,0.56938164
309,1.86923226
310,2.22382734
311,1.51228351
312,0.59449394
313,0.40874266
314,0.15948852
315,0.73021921
316,0.37976644
317,2.23448257
318,0.82266191
319,0.14537358
320,2.29636470
321,0.51754615
322,2.45923530
323,1.27526673
324,1.15045435
325,0.95296769
326,1.37224496
327,2.01875317
328,1.43603643
329,0.12050276
330,2.19482480
331,2.44051543
332,0.07088245
333,1.69943230
334,1.23662330
335,1.54367869
336,0.98366947
337,1.79616327
338,0.24950557
339,1.49993400
340,0.18097089
341,2.26845787
342,0.93679931
343,1.57079152
344,0.37405962
345,0.03804456
346,2.37966795
347,1.17699320
348,1.41826995
349,1.87330255
350,1.69313729
351,1.37591951
352,0.00826806
353,1.25753454
354,0.76460148
355,1.76179439
356,1.79628801
357,2.12905679
358,1.08347479
359,1.84924373
360,1.72429519
361,2.31650400
362,0.94127052
363,0.54470228
364,2.00523637
365,0.15858662
366,0.91264829
367,1.79509220
368,1.11128238
369,0.33966853
370,0.09363212
371,1.65828671
372,1.17665628
373,2.40910907
374,0.20962107
375,0.85436355
376,1.16224314
377,2.40715842
378,0.28723355
379,2.01974108
380,0.43563887
381,2.22171499
382,1.36967656
383,0.47118535
384,1.78500036
385,0.59375916
386,1.68808165
387,0.14220885
388,2.32814559
389,2.24992239
390,0.30336775
391,1.08419203
392,2.04147542
393,0.71407765
394,2.29322643
395,1.19143133
396,0.62404198
397,0.99677862
398,2.36767155
399,0.51665491
400,0.05010282
401,0.95695212
402,1.78750044
403,2.37883089
404,2.37677792
405,0.54391076
406,0.44032473
407,2.34078506
408,1.26811263
409,0.67957921
410,1.96219443
411,1.39106696
412,2.01457066
413,1.24796068
414,1.86281406
415,0.16874062
416,0.89965818
417,0.52213836
418,0.34694390
419,1.94265672
420,0.46702823
421,1.82256818
422,1.21961619
423,0.82892403
424,0.39957182
425,2.38437881
426,1.89305920
427,0.47970240
428,0.61704576
429,0.77843903
430,0.97930114
431,1.93929659
432,1.52363025
433,1.39408547
434,1.52402819
435,0.23338227
436,1.56532050
437,0.05130243
438,0.00149168
439,0.50961958
440,2.14278094
441,0.63050690
442,1.34907015
443,0.69861232
444,1.00745409
445,0.09692304
446,1.61735899
447,0.98022716
448,2.08223960
449,0.32390045
450,1.31198787
451,2.23019603
452,0.15806281
453,0.29444085
454,1.11837675
455,0.86823993
456,1.42244993
457,1.88737834
458,2.10829785
459,1.54182420
460,0.95042369
461,1.91643767
462,0.93108446
463,1.44550764
464,1.26507585
465,1.07632114
466,0.97299033
467,1.38679962
468,1.05466908
469,0.80159293
470,0.27599450
471,0.55832736
472,1.46827320
473,0.38794880
474,0.24216045
475,2.33873639
476,1.89944747
477,1.02246747
478,1.10280250
479,1.15378570
480,1.42127996
481,1.76644572
482,1.48568364
483,1.60465263
484,0.23146972
485,0.51664345
486,0.53819959
487,2.18099759
488,2.26636944
489,2.25018589
490,2.20605165
491,1.19910331
492,0.78970243
493,0.64573610
494,1.67184909
495,0.03285972
496,1.34123415
497,0.04555402
498,1.14146011
499,1.91394567
500,0.74744791
501,1.51107509
502,1.82348394
503,0.99337392
504,1.52716169
505,0.97966786
506,2.46684841
507,1.00640268
508,1.01707283
509,1.88297887
