step,entropy
0,1.12311342
1,0.90171021
2,0.56066243
3,0.44905855
4,2.01467587
5,1.38273095
6,0.88317620
7,1.97929964
8,1.93104469
9,0.25949846
10,1.32756466
11,0.71519689
12,1.26566448
13,1.68026442
14,0.01990952
15,1.20185326
16,0.68271349
17,1.24969498
18,0.25705315
19,1.91327302
20,1.27229563
21,0.49393175
22,1.80122005
23,0.08841864
24,1.38732826
25,1.17422507
26,0.09277748
27,0.58436201
28,0.18052446
29,1.71393556
30,1.65164875
31,0.20897557
32,0.25556721
33,2.06004083
34,0.47002420
35,0.71062917
36,1.60135586
37,0.14210481
38,2.21771050
39,0.05384581
40,1.98716755
41,0.84459417
42,0.35112419
43,0.88340652
44,2.27664865
45,1.23791646
46,0.13872781
47,2.20340098
48,0.33596348
49,0.12798024
50,0.10630595
51,1.93379306
52,0.35809633
53,0.41885668
54,2.20942346
55,1.43129546
56,0.66793936
57,1.37242433
58,0.56888634
59,1.15668185
60,0.78308515
61,1.45707374
62,1.77576784
63,0.81557905
64,0.33678600
65,0.83250595
66,1.77423785
67,1.84193258
68,1.83835028
69,2.28069923
70,1.93016087
71,2.26665944
72,1.46682267
73,0.53672221
74,1.42330401
75,0.46297226
76,0.19968094
77,0.70516113
78,0.84896918
79,1.65894309
80,0.84967394
81,0.00736792
82,2.14583061
83,1.37932664
84,0.49321711
85,0.59040477
86,0.29051362
87,2.12150523
88,0.53873530
89,2.20130712
90,0.61854277
91,1.87041164
92,0.02446020
93,1.13095929
94,0.86403770
95,0.78299928
96,2.32184911
97,1.68697588
98,0.59857278
99,1.76086796
100,0.30321750
101,2.16686239
102,0.99783118
103,0.44619031
104,0.63845587
105,0.36308010
106,2.17769647
107,0.71585377
108,0.33430037
109,1.90235445
110,0.49907007
111,0.22033114
112,1.56418111
113,0.01733084
114,1.94803483
115,1.31685574
116,0.57760572
117,1.10830648
118,0.61410479
119,1.24699490
120,1.33776443
121,1.80589445
122,1.09074012
123,1.84089374
124,0.16204439
125,2.15613133
126,0.43412845
127,1.95776247
128,1.15753978
129,0.24506021
130,0.84201140
131,2.14908189
132,1.95340177
133,1.69036700
134,0.88891724
135,1.37789121
136,0.54321301
137,1.51608663
138,0.61065387
139,1.94004590
140,1.64867027
141,0.90352886
142,1.54332291
143,0.76088526
144,0.36425982
145,0.55037866
146,0.63580571
147,0.53032935
148,1.58749210
149,1.73095921
150,1.06979946
151,2.31164018
152,2.08517087
153,0.20371529
154,1.07754893
155,2.12602173
156,0.51546341
157,0.88552428
158,2.21605117
159,1.81614505
160,1.94781112
161,2.05817233
162,0.40058618
163,1.63644455
164,1.87871959
165,0.53000847
166,0.10147097
167,0.41738918
168,1.73503470
169,1.62478242
170,2.08682198
171,0.74173505
172,1.45500856
173,0.06270208
174,2.18828896
175,1.29762637
176,1.75137513
177,0.66418752
178,0.19179005
179,0.14701651
180,1.90647232
181,0.35558469
182,1.92833325
183,0.62077604
184,1.26668756
185,0.61293853
186,0.11720641
187,1.26904381
188,0.85913703
189,1.01824656
190,1.40777116
191,0.73403037
192,1.31942030
193,1.53932410
194,0.20955352
195,0.81929775
196,0.21049513
197,0.01622603
198,0.11988908
199,1.38590401
200,0.19729163
201,2.03247176
202,1.77725483
203,0.02063658
204,1.34151128
205,0.02399159
206,0.25553826
207,2.31270589
208,1.06952797
209,0.06367981
210,1.98991028
211,2.14677495
212,1.28332967
213,1.65204924
214,1.82564338
215,1.71928254
216,1.15728315
217,1.94865228
218,1.23405685
219,0.60729085
220,0.00951790
221,0.83917394
222,0.19326742
223,0.14807981
224,1.09808090
225,2.20839158
226,0.24692541
227,0.64063113
228,1.94255306
229,0.94036375
230,1.77575628
231,1.26917352
232,1.41332308
233,0.37710852
234,0.82441259
235,1.45503519
236,0.06264308
237,0.44072266
238,0.90447662
239,1.57868963
240,1.19254223
241,1.68198053
242,1.70100619
243,0.07267447
244,2.11019189
245,1.92883242
246,0.63435545
247,1.13388765
248,0.72113407
249,2.12172851
250,0.89587493
251,0.92684553
252,2.13406110
253,1.40574686
254,0.32264318
255,1.46500774
256,1.85917058
257,0.79061760
258,1.23330102
259,1.46693774
260,1.19447975
261,2.33815616
262,1.18599916
263,1.50562469
264,1.85716196
265,0.31963267
266,0.10275917
267,2.27699573
268,1.71363652
269,0.92036045
270,0.04134862
271,0.38940943
272,0.02281185
273,0.92779128
274,1.29847523
275,0.37579762
276,1.49739728
277,2.23312014
278,2.31785712
279,1.94978025
280,1.03877935
281,1.28105017
282,1.17784151
283,0.36429206
284,1.99950431
285,1.58148933
286,1.49290012
287,0.51562011
288,0.35842417
289,2.04306092
290,0.41986543
291,0.17251634
292,1.46404442
293,1.64830761
294,0.27994098
295,0.48409343
296,1.84586897
297,2.17541993
298,1.11508128
299,1.85345399
300,0.74746176
301,1.64571158
302,1.30401011
303,1.97328639
304,1.81576762
305,0.66493622
306,0.34975587
307,1.89008241
308,0.07674136
309,1.58909002
310,1.11373690
311,0.17621583
312,1.61137441
313,1.13002436
314,2.01281343
315,0.48824150
316,0.00538149
317,0.30536592
318,0.63094276
319,1.52638553
320,0.84865950
321,0.27672203
322,2.29708312
323,0.25327442
324,0.83105441
325,2.05143366
326,1.52725376
327,0.74839268
328,2.27081038
329,1.17267335
330,0.01897884
331,0.01442349
332,2.20215473
333,0.65802033
334,1.90039849
335,0.10193940
336,0.34381617
337,2.00503969
338,2.32637746
339,0.12151032
340,0.39230490
341,1.69176202
342,1.23914547
343,0.95004378
344,0.45509392
345,2.21251255
346,0.40314374
347,0.62073837
348,0.75892410
349,0.32431310
350,1.25489528
351,0.79877066
352,1.42248776
353,0.86086334
354,0.27245494
355,2.04205674
356,1.19269033
357,0.75319614
358,0.03829689
359,1.39908330
360,1.83122054
361,1.52127659
362,1.84342468
363,0.36269865
