step,entropy
0,0.00062085
1,0.00880323
2,0.03671150
3,0.00231836
4,0.00792885
5,0.02995510
6,0.00146495
7,0.00210951
8,0.00250791
9,0.00405812
10,0.00191959
11,0.00403732
12,0.00567412
13,0.00189951
14,0.00397403
15,0.00777333
16,0.00085779
17,0.00082042
18,0.00431280
19,0.00136377
20,0.04884098
21,0.00176295
22,0.03387986
23,0.00145448
24,0.00151146
25,0.02303274
26,0.00163249
27,0.00218895
28,0.00038795
29,0.00045577
30,0.00044285
31,0.00215951
32,0.00000399
33,0.00075761
34,0.02135475
35,0.00311049
36,0.00138755
37,0.00026164
38,0.00344865
39,0.00127728
40,0.00069107
41,0.00083966
42,0.01314611
43,0.00430047
44,0.00149036
45,0.00204353
46,0.00445312
47,0.00244223
48,0.00014410
49,0.00092688
50,0.00264244
51,0.00118322
52,0.00183414
53,0.03956922
54,0.00042148
55,0.01756772
56,0.00201451
57,0.00113283
58,0.00079917
59,0.00124030
60,0.00104190
61,0.00151418
62,0.00174341
63,0.00143969
64,0.04027507
65,0.00208419
66,0.00204337
67,0.01846296
68,0.00182957
69,0.00145239
70,0.00267942
71,0.00750820
72,0.00141478
73,0.00220118
74,0.00098116
75,0.00108703
76,0.01910257
77,0.00221664
78,0.00364546
79,0.00376953
80,0.00757122
81,0.00120681
82,0.00409916
83,0.00397731
84,0.15413917
85,0.00174461
86,0.03545715
87,0.01371377
88,0.00180464
89,0.01056793
90,0.00145935
91,0.00110676
92,0.00154181
93,0.00370934
94,0.00086282
95,0.00796921
96,0.00077375
97,0.00134892
98,0.00186575
99,0.00342490
100,0.01324520
101,0.00077658
102,0.01465750
103,0.00033158
104,0.00124179
105,0.00371347
106,0.05092455
107,0.00180552
108,0.00276558
109,0.00092295
110,0.00138778
111,0.00234597
112,0.03374698
113,0.01086101
114,0.17255869
115,0.00229996
116,0.00238683
117,0.00861719
118,0.00910224
119,0.01536592
120,0.00924177
121,0.00230460
122,0.00896297
123,0.01596298
124,0.00001926
125,0.00182327
126,0.00564913
127,0.00331803
128,0.00337193
129,0.00242617
130,0.00076296
131,0.01562707
132,0.00042396
133,0.00199015
134,0.00134513
135,0.00417111
136,0.00943763
137,0.00208255
138,0.00132855
139,0.00047496
140,0.00000911
141,0.00155129
142,0.00513945
143,0.02034906
144,0.00350082
145,0.00103173
146,0.00163604
147,0.00252624
148,0.00216608
149,0.00034396
150,0.00273068
151,0.00083336
152,0.00181043
153,0.02240620
154,0.01103007
155,0.00253469
156,0.00120078
157,0.02107562
158,0.00000618
159,0.03894502
160,0.00149667
161,0.01405085
162,0.00168629
163,0.00152112
164,0.00123183
165,0.00079308
166,0.00034051
167,0.00599516
168,0.00032198
169,0.00072466
170,0.00042644
171,0.00145781
172,0.00073091
173,0.00099817
174,0.00540806
175,0.02255323
176,0.00095131
177,0.00148092
178,0.00000093
179,0.00135994
180,0.00040464
181,0.00537614
182,0.00371683
183,0.00139601
184,0.00633541
185,0.00144699
186,0.00080733
187,0.00396297
188,0.00882490
189,0.00877738
190,0.00061609
191,0.00170171
192,0.03613230
193,0.00199597
194,0.00449136
195,0.00739919
196,0.02577955
197,0.00241634
198,0.00214031
199,0.00086152
200,0.00125065
201,0.00208920
202,0.00149978
203,0.00161309
204,0.00201584
205,0.00136027
206,0.00217336
207,0.00237792
208,0.00418742
209,0.00039590
210,0.00335494
211,0.00076834
212,0.02065482
213,0.00931139
214,0.02667633
215,0.04909758
216,0.00081965
217,0.01006410
218,0.00823828
219,0.00301458
220,0.00685710
