step,entropy
0,0.00359863
1,0.00225521
2,0.00393169
3,0.00107555
4,0.00172656
5,0.00278467
6,0.00149597
7,0.00053966
8,0.00438057
9,0.00822202
10,0.00089713
11,0.00104125
12,1.81259243
13,0.00175192
14,0.00164848
15,0.00165633
16,0.00090749
17,0.01780569
18,0.00163882
19,0.00569216
20,0.00311282
21,0.00265930
22,0.00216165
23,0.00385412
24,0.00353260
25,0.00120133
26,0.01048073
27,0.00197131
28,0.00638008
29,0.00163322
30,0.00288427
31,0.62877768
32,0.00078333
33,0.00550990
34,0.00179574
35,0.00063425
36,0.00473797
37,0.00048957
38,0.00143480
39,0.00215224
40,0.00207492
41,0.00170913
42,0.00166216
43,0.00161523
44,0.00476765
45,0.00119196
46,0.00088789
47,0.00145023
48,0.00359883
49,0.76708845
50,0.00203573
51,1.01455395
52,0.00182330
53,0.00219440
54,0.01680313
55,0.00308189
56,0.01161112
57,0.00144333
58,0.00135670
59,0.00487705
60,0.00909105
61,0.00323626
62,0.01442080
63,0.00688042
64,0.00095021
65,0.01933690
66,0.00105031
67,0.00414992
68,0.01999099
69,0.00192449
70,0.00205635
71,0.02433411
72,0.00070996
73,0.00110153
74,0.00419423
75,0.00525344
76,0.00126649
77,0.00359359
78,0.01647914
79,0.00121772
80,0.00096287
81,0.00083465
82,0.00064552
83,0.00159933
84,0.00209467
85,0.00327211
86,0.00245370
87,0.00390302
88,0.00164992
89,0.00080890
90,0.00186090
91,0.00157869
92,0.00867488
93,0.00124560
94,0.00112520
95,0.00256546
96,0.00285716
97,0.00633135
98,0.00138580
99,0.00477499
100,0.00368647
101,0.00098945
102,0.00099795
103,0.00223310
104,0.00081660
105,0.00182078
106,0.00070556
107,0.00245217
108,0.00238545
109,0.63903099
110,0.00073210
111,0.00112663
112,0.00242066
113,0.00395200
114,0.00516343
115,0.00143346
116,0.01651011
117,0.00951511
118,0.00647600
119,0.00178679
120,0.00573658
121,0.00142904
122,0.00426890
123,0.05602661
124,0.00106235
125,0.00075495
126,0.00121588
127,0.00104441
128,0.00448659
129,0.01298508
130,0.00335137
131,0.83850253
132,0.00212385
133,0.00351041
134,0.00158978
135,0.00264870
136,0.00274333
137,0.00205684
138,0.00188474
139,0.00532862
140,0.00118680
141,0.02538484
142,0.00139027
143,0.00319097
144,0.00119611
145,0.00095262
146,0.00130964
147,0.00125543
148,0.00320933
149,0.00206305
150,0.00142320
151,0.00061008
152,0.00287905
153,0.00171416
154,0.00117980
155,0.00076968
156,0.00250859
157,0.00141160
158,0.00214035
159,0.00126142
160,0.00223035
161,0.00399991
162,0.00063663
163,0.00073550
164,0.00394440
165,0.00245103
166,0.00365101
167,0.00191738
168,0.00110405
169,0.00179412
170,0.00309908
171,0.00075411
172,0.00087050
173,0.00225312
174,0.00079304
175,0.01223305
176,0.01009715
177,0.00479292
178,0.00377095
179,0.00286388
180,0.00130272
181,0.00475796
182,0.00157856
183,0.00138390
184,0.00256648
185,0.00162173
186,0.00141026
187,0.00139388
188,0.00081667
189,0.00104926
190,0.00169781
191,0.00121709
192,0.00331352
193,0.00085005
194,0.00230307
195,0.00091189
196,0.00061156
197,0.00076262
198,0.02505021
199,0.00108628
200,0.00110272
201,0.00056396
202,0.00099177
203,0.00316264
204,0.00411678
205,0.00207589
206,0.00337501
207,0.00278942
208,0.00049715
209,0.00462676
210,0.01492623
211,0.00089889
212,0.00227287
213,0.00176543
214,0.00257017
215,1.38328730
216,0.00292843
217,0.00211841
218,0.00072958
219,0.01478990
220,0.14761799
221,0.00070721
222,0.00065802
223,0.00491211
224,0.00120206
225,0.00098543
226,0.00041691
227,0.00152460
228,0.00085493
229,0.00339271
230,0.00411935
231,0.00420879
232,0.00119555
233,0.00151041
234,0.00083241
235,0.00276400
236,0.00218034
237,0.00092586
238,0.00055639
239,0.00200235
240,0.00205748
241,0.00106386
242,0.00230414
243,0.02412892
244,0.00128602
245,0.00088438
246,0.00141152
247,0.00096368
248,0.00107386
249,0.00080973
250,0.02137847
251,0.00097817
252,0.01093454
253,0.00132949
254,0.00111098
255,0.00247602
256,0.00196420
257,0.00128758
258,0.00092827
259,0.00159837
260,0.00175675
261,0.00132547
262,0.00272134
263,0.00207975
264,0.00090042
265,0.00084238
266,0.00217049
267,0.00386907
268,0.00142374
269,0.00067238
270,0.89688782
271,0.00099737
272,0.00110343
273,0.01329670
274,0.00152059
275,0.00392852
276,0.01257739
277,0.00707421
278,0.00170573
279,0.70985191
280,0.00120321
281,0.00291485
282,0.00288181
283,0.00382365
284,0.00413047
285,0.00206030
286,0.00082547
287,0.00089763
288,0.00390725
289,0.00201953
290,0.00383313
291,0.00130569
292,0.00347297
293,0.00071896
294,0.00120974
295,0.00308055
296,0.00284571
297,0.00121766
298,0.00107517
299,0.00105996
300,0.00169587
301,0.00300369
302,0.00061628
303,0.00078860
304,0.00223103
305,0.00422970
306,0.00284020
307,0.00266216
308,0.00293046
309,0.00199430
310,0.00224285
311,0.00105856
312,0.00328538
313,0.00162257
314,0.19739772
315,0.00082095
316,0.00061836
317,0.00484627
318,0.00170037
319,0.00323270
320,0.01334571
321,0.00073242
322,0.00337503
323,0.00423071
324,0.00317679
325,0.00181742
326,0.00421692
327,0.00444432
328,0.00791882
329,0.02010429
330,0.00163425
331,0.00419001
332,0.02875887
333,0.00077642
334,0.00194399
335,0.00149014
336,0.00274179
337,0.00427525
338,0.00074684
339,0.00374918
340,0.00170359
341,0.00861429
342,0.00108671
343,0.00070244
344,0.65582532
345,0.00925695
346,0.00174554
347,0.00106852
348,0.02628894
349,0.00489855
350,0.00329510
351,0.00229913
352,0.00075883
353,0.00086413
354,0.00370459
355,0.00114804
356,0.00200015
357,0.00362972
358,0.00401850
359,0.00221896
360,0.00373149
361,0.00071525
362,0.00249568
363,0.01260307
364,0.00154107
365,0.00204568
366,1.42774187
367,0.00092223
368,0.00102905
369,0.00372080
370,0.00207185
371,0.00158423
372,0.00085287
373,0.00249827
374,0.00086973
375,0.01734407
376,0.00118957
377,0.00472343
378,0.00101905
379,0.00171528
380,0.40971701
381,0.00109592
382,0.00141043
383,0.00261405
384,0.00231358
385,0.00773207
386,0.00385745
387,0.03385019
388,0.01407042
389,0.00178126
390,0.00128853
391,0.00114992
392,0.00432958
393,0.00217723
394,0.00499598
395,0.01156036
396,0.02060593
397,0.00077431
398,0.00136300
399,0.00076874
400,0.00026002
401,0.00149802
402,0.01872159
403,0.00288533
404,0.00156022
405,0.00378068
406,0.00085681
407,0.00358612
408,0.00384399
409,0.00379475
410,0.00171642
411,0.00073516
412,0.00092305
413,0.00119888
414,0.00495910
415,0.00277117
416,0.00090186
417,0.00168159
418,0.00247633
419,0.00238651
420,0.00158853
421,0.00006230
422,0.00204837
423,0.00074236
424,0.00477623
425,0.00121871
426,0.00403664
427,0.00084310
428,0.01344747
429,0.00452570
430,0.00197163
431,0.00313477
432,0.00213334
433,0.00106134
434,0.01759895
435,0.00222469
436,0.00447139
437,0.00413975
438,0.00149866
439,0.00758664
440,0.00152671
441,0.00814399
442,0.00220498
443,0.00167123
444,0.00141120
445,0.00412087
446,0.01536496
447,0.00111751
448,0.00074475
449,0.00289951
450,0.00404763
451,0.00338770
452,0.00091894
453,0.02513974
454,0.00129362
455,0.00319450
456,0.00209223
457,0.00126223
458,0.00472842
459,0.00071019
460,0.00083920
461,0.00102075
462,0.00046169
463,0.00259526
464,0.00107760
465,0.00215344
466,0.01268225
467,0.00188260
468,0.00395420
469,0.00520119
470,0.00190456
471,0.00271204
472,0.00384701
473,0.00212028
474,0.32694102
475,0.00198080
476,0.00206132
477,0.00424621
478,0.01175336
479,0.00269325
480,0.00068934
481,0.00058015
482,0.00252504
483,0.00269995
484,0.00143125
485,0.00178592
486,0.00786006
487,0.00200627
488,0.00098131
489,0.00194942
490,0.00284306
491,0.00161086
492,0.00090507
493,0.00154397
494,0.00106279
495,0.00261576
496,0.00443351
497,0.00248966
498,0.00342147
499,0.01770887
500,0.00254995
501,0.00095693
502,0.00177435
503,0.01406047
504,0.00088448
505,0.00096705
506,0.01562946
507,0.00089753
508,0.00271023
509,0.00079211
510,0.00217400
511,0.00174320
512,0.00101001
513,0.00269316
514,0.00073371
515,0.00382611
516,0.01577367
517,0.00172284
518,0.00237353
519,0.02902989
520,0.00362943
521,0.00120487
522,0.00086366
523,0.00111015
524,0.00080694
525,0.00087619
526,0.00201991
527,0.00292063
528,0.00103173
529,0.00189077
530,0.00129735
531,0.00100593
532,0.00275106
533,0.00300426
534,0.02564484
535,0.00192223
536,0.00115084
537,0.00413701
538,0.00208446
539,0.00082641
540,0.00350448
541,0.00183176
542,0.00086931
543,0.00399292
544,0.00399117
545,0.00352425
546,0.00212161
547,0.01531949
548,0.00196573
549,0.00432051
550,0.00219186
551,0.00037599
552,0.00159719
553,0.00078521
554,0.00106916
555,0.00601134
556,0.00371188
557,0.00375441
558,0.00086391
559,0.00100211
560,0.00234741
561,0.00168487
562,0.00177840
563,0.00218002
564,0.02729200
565,0.00077204
566,0.00179099
567,0.00260249
568,0.00117644
569,0.00139088
570,0.00093550
571,0.00397147
572,0.00686606
573,0.00118176
574,0.01491413
575,0.00159578
576,0.00110723
577,0.00322598
578,0.00167446
579,0.00392775
580,0.00114657
581,0.00107649
582,0.00723137
583,0.00115860
