step,entropy
0,0.78524563
1,0.43503641
2,2.19233319
3,2.44820308
4,1.15643869
5,0.82466666
6,0.11974213
7,0.09293456
8,0.99075499
9,2.34584358
10,1.84266969
11,0.88077490
12,2.44117692
13,1.08122513
14,0.69800671
15,1.07516117
16,0.53346363
17,2.23336526
18,0.91079356
19,1.65923853
20,0.98108459
21,2.27394693
22,1.61992892
23,1.23125419
24,0.33323589
25,2.27441407
26,1.37894053
27,0.71883696
28,2.21391782
29,0.13728936
30,0.79202815
31,1.35375210
32,0.85693153
33,1.20220958
34,0.66654410
35,0.32804139
36,0.09294111
37,0.39754963
38,2.40309869
39,1.45102800
40,1.23304019
41,0.96917345
42,1.78646388
43,0.35622545
44,0.69633511
45,1.65402646
46,1.20808553
47,1.94198635
48,2.26229247
49,2.07634542
50,0.46453025
51,0.23066935
52,0.42729126
53,1.97587404
54,2.30445930
55,2.33375645
56,0.75203032
57,2.11913649
58,1.35225703
59,2.07488093
60,1.38284414
61,0.36791061
62,0.19977616
63,2.41387321
64,1.07377247
65,0.88393018
66,0.89851206
67,0.95558265
68,2.38305155
69,0.15812952
70,0.30024713
71,1.99130923
72,1.38547848
73,0.32414192
74,0.08690403
75,0.56546749
76,0.65770406
77,0.03584585
78,0.54493082
79,1.86186121
80,2.15719555
81,2.26513192
82,0.98327053
83,0.80548625
84,2.52140499
85,1.94008977
86,1.35507269
87,0.64247443
88,0.81025672
89,1.29962508
90,1.36700269
91,0.03449827
92,2.41937299
93,1.45154020
94,1.48571497
95,0.53328183
96,1.92911190
97,1.85920224
98,0.23996891
99,1.50043224
100,1.65980537
101,2.10709965
102,0.51971492
103,2.21318123
104,1.16374483
105,0.24341273
106,0.26635462
107,0.49881785
108,0.71303122
109,1.25181634
110,1.88816879
111,0.47088050
112,2.50322555
113,0.40732234
114,1.51148658
115,2.34256132
116,2.09938119
117,1.63381987
118,1.80429986
119,0.33843740
120,0.02437194
121,1.09481959
122,0.22574863
123,0.90216728
124,0.56422791
125,2.31080310
126,2.21928690
127,2.06517471
128,1.80039442
129,0.38853528
130,0.12197476
131,1.64894699
132,1.61961972
133,0.93160047
134,1.19200256
135,1.23351746
136,0.60504332
137,0.79225433
138,1.05507872
139,1.52107191
140,2.41034290
141,1.35792864
142,1.84381801
143,2.03506059
144,0.28624343
145,1.64702241
146,1.21576769
147,1.44353287
148,0.09688210
149,2.28525527
150,2.40268924
151,0.00878467
152,0.53661170
153,0.45440910
154,1.97026018
155,1.50821357
156,0.44719560
157,2.05263682
158,0.89138001
159,1.16217077
160,0.97669524
161,1.31479558
162,1.21080425
163,0.69243682
164,1.07062906
165,2.29060494
166,1.26817830
167,2.31090318
168,1.38728798
169,1.93877050
170,0.74036853
171,1.99323074
172,0.66655762
173,0.04930430
174,0.40532262
175,0.05460730
176,2.38826102
177,2.52169795
178,1.92215964
179,0.27267651
180,2.26692143
181,1.87562303
182,0.83784232
183,1.26662434
184,1.66879692
185,0.06065345
186,1.26476581
187,1.84692361
188,0.47466179
189,1.11913379
190,1.34291292
191,1.85491741
192,2.43211698
193,2.13914449
194,1.56731930
195,1.47180103
196,1.52109124
197,1.37480933
198,0.14970257
199,1.76093430
200,1.80642772
201,1.29235239
202,2.19490561
203,1.69572282
204,0.91455437
205,0.04966839
206,0.14919511
207,0.88715201
208,1.16531905
209,0.42081166
210,0.47744311
211,0.58054002
212,1.96826502
213,1.94500061
214,0.96568119
215,0.43466431
216,0.27968754
217,0.21972262
218,0.98671327
219,0.11485083
220,0.84134887
221,2.42475229
222,1.27980479
223,2.07450975
224,0.32598075
225,0.67603227
226,2.38695930
227,0.96722680
228,1.63512343
229,2.46155356
230,1.38895412
231,0.77001081
232,1.34144609
233,0.13778557
234,0.28337305
235,0.01808787
236,2.22976237
237,1.69280674
238,0.75231774
239,0.55771832
240,1.72255375
241,2.31883574
242,0.75435866
243,0.81089638
244,2.15418719
245,2.25287617
246,2.30497746
247,0.73926627
248,0.30340255
249,1.10956878
250,0.74584969
251,2.22889646
252,0.09238835
253,1.59849332
254,2.28516859
255,2.46292436
256,1.63947212
257,2.39547403
258,0.19079850
259,0.90601493
260,0.02198042
261,2.47430604
262,2.27645622
263,0.07074570
264,0.04573016
265,0.92541009
266,0.65197270
267,2.13575710
268,0.40470595
269,1.99382581
270,1.39821385
271,0.95169249
272,0.36747319
273,2.51593395
274,1.55841172
275,1.10801705
276,0.93589570
277,2.28402590
278,2.07084602
279,2.04561333
280,1.55390372
281,2.23921021
282,0.75470989
283,1.77457632
284,1.01992093
285,1.51305218
286,2.51709823
287,2.48273124
288,1.29270204
289,1.44714530
290,2.26282689
291,2.48553273
292,1.96345973
293,0.16438314
294,0.81362144
295,2.26091180
296,1.93759842
297,1.87173169
298,1.68434071
299,1.04719647
300,1.01687864
301,2.03993106
302,0.74084509
303,1.72698011
304,1.83132176
305,2.12976469
306,0.80667618
307,1.87086470
308,0.26854521
309,0.34816153
310,1.05242202
311,0.13926982
312,2.38986405
313,2.27436148
314,0.12340275
315,2.11401820
316,1.28325847
317,1.77018028
318,2.23662437
319,1.45499056
320,0.29335219
321,0.00650674
322,1.25311688
323,2.39373194
324,1.44401434
325,0.94046406
326,0.07798177
327,2.30735509
